product_name,description,seller_description,seller_website,main_category,software_product_id,overview,categories,name_clean,description_clean
Dappsuite,"DappSuite provides software for companies to build and manage Ethereum dapps. DappSuite enables you to create, import and export Ethereum accounts. The application provides interfaces that work seamlessly within the Salesforce Lightning Experience.","Dapps Inc is a company that specializes in creating enterprise blockchain solutions, focusing on integrating blockchain technology into business operations to enhance efficiency, security, and transparency. The company offers innovative products that aim to streamline processes for organizations in various industries, providing tools for asset management, identity verification, and supply chain management. Dapps Inc's solutions are designed to be scalable and interoperable, catering to the needs of large enterprises looking to leverage blockchain's potential for improved data integrity and trust in digital transactions.",https://www.dapps-inc.com/,Salesforce AppExchange Apps,dappsuite,"DappSuite provides software for companies to build and manage Ethereum dapps. DappSuite enables you to create, import and export Ethereum accounts. The application provides interfaces that work seamlessly within the Salesforce Lightning Experience.",,"[""Salesforce AppExchange Apps""]",
Damnlist,Zero-cost customer database management system.,"Damnlist is a web-based platform designed to streamline the management and organization of email subscriptions and newsletters. It offers users the ability to compile, organize, and customize their email communication preferences, helping to reduce inbox clutter by consolidating subscriptions in one place. Users can explore new newsletters, categorize their subscriptions, and receive content updates in a more manageable format. The platform aims to enhance the email experience by providing a centralized solution for newsletter management.",https://www.damnlist.com/,Other Marketing Software,damnlist,Zero-cost customer database management system.,,"[""Other Marketing""]",
Darwin,At Darwin AI we believe you are one creative away from a breakthrough. Our proprietary Creative Analytics Platform is the leading Creative Optimization technology utilizing Artificial Intelligence. Darwin AI is used by global brands drive more performance from their omnichannel creative in terms of real measurable impacts on revenue and growth. Darwin AI also allows for customization to enable you to see the data that matters most to your business objectives.,"Darwin was founded on a simple mission: to provide technology and resources to drive better performance through creative testing. Automatically identify design elements, copy, and concepts in your social display and video ads. Pair this with your performance data to score your ad creative at scale. Take the winning elements from your top creatives and build out new design iterations in days, not weeks so you can experiment and optimize your creative for new campaigns and audiences.",https://darwinsoftware.io/,Creative Management Platforms,darwin-ai-llc-darwin,At Darwin AI we believe you are one creative away from a breakthrough. Our proprietary Creative Analytics Platform is the leading Creative Optimization technology utilizing Artificial Intelligence. Darwin AI is used by global brands drive more performance from their omnichannel creative in terms of real measurable impacts on revenue and growth. Darwin AI also allows for customization to enable you to see the data that matters most to your business objectives.,,"[""Creative Management Platforms""]",
CyLock,"Cybernexa, a global leader in information security, pioneers cutting-edge solutions such as CyLock MFA, SSO, ADPass, and PKI. Committed to innovation, our robust products address the dynamic security needs of today's mobile-centric environment. Offering seamless integration, CyLock MFA ensures multi-factor authentication, while CyLock SSO simplifies access to multiple systems. Manage Active Directory securely with CyLock ADPass, and fortify data integrity with CyLock PKI's encryption. Beyond products, our dedicated team delivers comprehensive cybersecurity compliance services, ensuring your organization stays ahead of threats. Choose Cybernexa for unparalleled security innovation, global reach, and comprehensive services tailored to diverse sectors.","Cybernexa is a cybersecurity firm specializing in providing comprehensive security solutions designed to protect organizations from cyber threats. Their services include vulnerability assessments, penetration testing, incident response, and security consulting. With a focus on proactive defense strategies and risk management, Cybernexa aims to enhance the security posture of businesses by identifying and mitigating potential vulnerabilities. For more information, visit their website at https://www.cybernexa.com/.",https://www.cybernexa.com/,Identity Management Software,cylock,"Cybernexa, a global leader in information security, pioneers cutting-edge solutions such as CyLock MFA, SSO, SSPR, and PKI. Committed to innovation, our robust products address the dynamic security needs of today's mobile-centric environment. Offering seamless integration, CyLock MFA ensures multi-factor authentication, while CyLock SSO simplifies access to multiple systems. Manage Active Directory securely with CyLock SSPR, and fortify data integrity with CyLock PKI's encryption. Beyond products, our dedicated team delivers comprehensive cybersecurity compliance services, ensuring your organization stays ahead of threats. Choose Cybernexa for unparalleled security innovation, global reach, and comprehensive services tailored to diverse sectors.","Chennai, Tamil Nadu","[""Single Sign-On (SSO)"",""Multi-Factor Authentication (MFA)""]",
Cytric Travel Suite 2.0 For SAP Solutions,"The cytric integration for SAP is the long-awaited missing link to meeting the challenges of modern Business Travel Management as it combines all scenatios of process and master data integration with the leading SAP system. By merging all systems involved, a holistic approach is made possible over the entire process cycle.","Conovum AG is a German-based company engaged in providing innovative IT and software solutions. They specialize in offering products and services that enable businesses to enhance their technological infrastructure, optimize processes, and increase overall efficiency and productivity. Conovum AG's expertise lies in developing tailored software applications and providing comprehensive IT consulting, emphasizing usability and state-of-the-art technologies. Their portfolio is likely to cater to various industries, helping clients navigate complex digital transformations successfully.",https://www.conovum.de/,SAP Store Software,cytric-travel-suite-2-0-for-sap-solutions,"The cytric integration for SAP is the long-awaited missing link to meeting the challenges of modern Business Travel Management as it combines all scenatios of process and master data integration with the leading SAP system. By merging all systems involved, a holistic approach is made possible over the entire process cycle.","München, Germany","[""SAP Store""]",
cvviz,"CVViZ is an AI recruiting technology that helps you improve your quality of hiring. Be it high volume hiring or niche hiring, the key is to reach right candidates sooner. CVViZ gives you that edge! Using AI for recruitment you can identify best candidates in the beginning of recruitment and selection process. CVViZ is a AI recruitment tool that provides intelligent automation of recruitment process. It can also integrate with existing Applicant Tracking System (ATS) to act as an intelligent layer on top of your existing system.","CVViZ Softwares Pvt Ltd is an innovative company that specializes in streamlining the recruitment process through advanced artificial intelligence technology. Their platform, which can be explored in greater detail on their website at https://cvviz.com/, leverages AI to aid organizations in efficiently identifying, attracting, and hiring top talent.The core offering of CVViZ is its smart recruitment software designed to enhance the efficiency of talent acquisition by automating several aspects of the recruitment process. This includes intelligent resume screening, automated candidate ranking based on skill and cultural fit, and deeper insights into candidates' potential through predictive analytics. This approach not only speeds up the hiring process but also seeks to improve the quality of hires and reduce reliance on manual tasks, allowing recruiters to focus on more strategic aspects of their roles.CVViZ's solutions are targeted toward HR departments and recruitment agencies looking to modernize their hiring strategies and improve their recruitment outcomes. By integrating seamlessly with existing HR systems, CVViZ provides a smooth user experience without causing disruptions to established workflows, thus facilitating a smarter and more data-driven approach to recruitment.",https://cvviz.com/,Recruiting Software,cvviz,"CVViZ is a modern AI recruiting software that helps you hire top talent, faster. CVViZ has integrated with close to 2000 job boards worldwide. Our recommendation engine suggests the best job board to use based on job industry, job role, and job location. AI used for resume screening matches the right candidates with the right jobs.","Mumbai, Maharashtra","[""Applicant Tracking Systems (ATS)""]",
CxPlanner,"CxPlanner is a construction and commissioning software. It allows businesses in the construction industry to enhance and optimize their construction and commissioning processes. The platform can be used for testing, inspections, creating 3D models, punch lists and more. This includes detailed test paradigms, quality assurance, gantt scheduling and more.","CxPlanner is an online platform designed to streamline project management and operations in the fields of commissioning, construction, and engineering. It provides users with the tools needed to efficiently manage projects, enhance collaboration among team members, and ensure compliance with industry standards. The platform offers various features such as task management, document control, data logging, and reporting tools, enabling professionals to maintain a high level of precision and workflow optimization. Aimed at improving project execution and reducing the complexities involved in managing large-scale projects, CxPlanner is a powerful assistant for professionals looking to boost productivity and drive project success. Visit them at https://cxplanner.com to learn more about their services and how they can assist in your project management needs.",https://cxplanner.com/,Construction Software,cxplanner,"CxPlanner is a software based construction and task management system. Manage tests, tasks, time and much more.",,"[""Construction Project Management""]",
Cypherock X1 cold wallet,"Cypherock X1 is the world's safest hardware wallet. It is audited by Keylabs, a security firm that has found vulnerabilities in Ledger and Trezor. Cypherock X1 comes with a desktop application 'cySync' that let's you manage your crypto portfolio with ease and utmost security. - Store 3000+ tokens securely. - Open-source, certified reproducible by WalletScrutiny. - Use it as a seed phrase backup for your existing BIP39 wallets like Ledger, Trezor, Metamask. - View, manage multiple wallets' portfolios on a single app!","Cypherock is a technology company specializing in secure cryptocurrency storage solutions. It offers products designed to safeguard digital assets through advanced security measures, eliminating the need for traditional seed phrases. Cypherock aims to enhance asset protection and management, providing a user-friendly experience for both novices and experienced cryptocurrency holders. Its flagship product, Cypherock X1, combines hardware and software solutions to distribute and store cryptographic keys securely. This approach helps users protect their investments from common security risks associated with digital asset management.",https://www.cypherock.com/,Blockchain Software,cypherock-x1-cold-wallet,"Cypherock X1 is the world's safest hardware wallet. It is audited by Keylabs, a security firm that has found vulnerabilities in Ledger and Trezor. Cypherock X1 comes with a desktop application 'cySync' that let's you manage your crypto portfolio with ease and utmost security. - Store 3000+ tokens securely. - Open-source, certified reproducible by WalletScrutiny. - Use it as a seed phrase backup for your existing BIP39 wallets like Ledger, Trezor, Metamask. - View, manage multiple wallets' portfolios on a single app!",,"[""Cryptocurrency Wallets""]",
Cythera,Managed Detection & Response,"Cythera is an Australian-based cybersecurity company providing comprehensive security solutions and services. Specializing in managed security services, cloud security, identity and access management, and compliance solutions, Cythera offers tailored security strategies to protect organizations against evolving cyber threats. With a focus on delivering scalable and innovative security solutions, Cythera aims to empower businesses to safeguard their critical assets and ensure continuity.",https://cythera.com.au/,System Security Software,cythera,Managed Detection & Response,"Melbourne CBD, Victoria","[""Managed Detection and Response (MDR)""]",
Cyber Platform,The ever-evolving Cyber Platform to help you manage your Cyber Compliance. Features include: V-Scanner – Cloud Hosted External Vulnerability Scanner Device Threats - CVE Vulnerability Reporting OWASP Scanner – (Alpha Release) – Hosted OWASP Scanning Windows Defender Central – Move to Windows Defender without ATP licenses Bitlocker Disk Reporting – Report Non-Encrypted Disk Risk Azure AD Device Reconciliation – Reconcile Devices with Azure Active Directory (primary user store) Software Central – Central Reporting on Software Versioning Hardware Central – Central Reporting on Hardware Estate,"Robo Shadow is a cybersecurity service provider focused on delivering affordable, enterprise-grade security solutions to businesses of all sizes. The company offers a range of services that include vulnerability scanning, risk management, network security assessments, and continuous monitoring to protect critical assets from cyber threats. Robo Shadow leverages advanced technologies to ensure clients receive comprehensive security insights and tailored protection strategies.",https://www.roboshadow.com/,Endpoint Protection Software,cyber-platform,The ever-evolving Cyber Platform to help you manage your Cyber Compliance. Features include: V-Scanner – Cloud Hosted External Vulnerability Scanner Device Threats - CVE Vulnerability Reporting OWASP Scanner – (Alpha Release) – Hosted OWASP Scanning Windows Defender Central – Move to Windows Defender without ATP licenses Bitlocker Disk Reporting – Report Non-Encrypted Disk Risk Azure AD Device Reconciliation – Reconcile Devices with Azure Active Directory (primary user store) Software Central – Central Reporting on Software Versioning Hardware Central – Central Reporting on Hardware Estate,"London, GB","[""Endpoint Management""]",
CybderDefense Program,CalTech's CyberDefense Program is a carefully researched and curated suite of systems and services designed to improve the IT security standing of your organization.,"CalTech is a Texas-based company specializing in managed IT services, cloud solutions, cybersecurity, and technology consulting for financial institutions and small businesses. Established in 1989, CalTech aims to enhance and streamline IT operations while ensuring robust security measures for their clients. They offer personalized service and innovative technology solutions to improve performance and productivity.",https://www.caltech.com/,System Security Software,cybderdefense-program,CalTech's CyberDefense Program is a carefully researched and curated suite of systems and services designed to improve the IT security standing of your organization.,,"[""Security Information and Event Management (SIEM)""]",
dalos,"Dalos is a Revenue Growth Platform. It enables Technology Companies to grow their maintenance and subscription renewal revenue and enhance their end-user experience. Dalos is an interactive, data-driven platform built to fully manage and automate the renewal lifecycle. It has a secure Web Portal allowing end-users to interact with renewal subscriptions, view contracts, and track assets and licenses, sales orders, and invoices. To learn more about how Dalos can maximize your renewal revenue and retain customer success, visit our Dalos website.","Dalos Software is a company that specializes in building AI-driven solutions designed to enhance accessibility and inclusivity in digital environments. Their offerings focus on improving the usability of websites, applications, and other digital platforms by integrating advanced AI technologies. This ensures better access for individuals with disabilities, creating a more inclusive online experience. Through its innovative tools, Dalos Software aims to empower businesses to comply with accessibility standards and reach a wider audience.",https://dalos.co/,E-Commerce Software,dalos,"Dalos is an advanced Asset Intelligence Platform that is designed to provide real-time visibility, control, and optimization of asset lifecycles. With industry-leading technology and deep expertise in asset management, Dalos empowers businesses with seamless tracking, integration, and decision-making tools to drive efficiency and profitability. With real-time analytics, AI-driven insights, and 24/7 proactive monitoring, Dalos empowers industries like logistics, hospitality, and construction to reduce downtime, optimize asset utilization, and achieve operational excellence. From enhancing fleet management and predictive maintenance in logistics to streamlining hotel operations and ensuring compliance in construction, Dalos delivers scalable, industry-specific solutions. Seamless integrations with leading platforms like SAP, Salesforce, and Oracle simplify asset tracking, workflow automation, and data-driven decision-making. Whether you are looking to improve operational efficiency, enhance asset reliability, or drive cost savings, Dalos provides the intelligence and automation needed to scale and thrive in today’s data-driven world.",,"[""Subscription Revenue Management""]",
Darkbeam Cyber Stars Initative,The Cyber Stars Initiative. Discover the only nationally recognised qualification in cyber threat awareness.,"Darkbeam is a digital risk protection service provider that specializes in identifying and mitigating threats to organizations' digital environments. By offering tools for continuous monitoring and analysis, Darkbeam helps businesses safeguard their digital assets against cyber threats, data exposure, and reputational risks. The platform focuses on delivering actionable insights to help organizations manage their external digital risk footprint effectively.",https://www.darkbeam.com/,Vulnerability Management Software,darkbeam-cyber-stars-initative,The Cyber Stars Initiative. Discover the only nationally recognised qualification in cyber threat awareness.,,"[""Security Awareness Training""]",
CybelAngel,CybelAngel is a SaaS security platform that ensures optimal data protection by monitoring devices on the network and identifying security leaks.,"CybelAngel is a cybersecurity company that specializes in digital risk protection. They focus on monitoring and mitigating risks associated with data leaks and cyber threats originating from unknown or unsecured digital assets. By leveraging advanced machine learning technologies and a global team of expert analysts, CybelAngel identifies and addresses security vulnerabilities across the internet, including dark web activities, exposed sensitive information, and misconfigured databases. Their solutions are designed to help organizations protect their digital footprint and prevent data breaches.",https://cybelangel.com/,System Security Software,cybelangel,"CybelAngel protects its customers with External Attack Surface Management (EASM) solutions that are powered by the most comprehensive external asset discovery and threat detection technologies available. Built upon close to a decade of machine learning, our advanced platform scans the entirety of the internet every 24 hours to uncover unknown assets and shadow IT, cloud services, connected devices, fraudulent domains and exposed credentials — the sources attackers use to access confidential data, launch phishing campaigns or initiate destructive ransomware attacks. CybelAngel's combination of machine learning and expert human analysis provides deep visibility into the most critical threats, long before they’re exploited.","Paris, FR","[""Dark Web Monitoring"",""Threat Intelligence"",""Risk-Based Vulnerability Management"",""Attack Surface Management""]",
CVM Zimbra Hosting,CVM Zimbra Hosting offers mail server hosting,"CVM is a provider of vendor management solutions aimed at optimizing supplier relationships and procurement processes. They offer services such as supplier risk management, compliance tracking, and performance monitoring to enhance the effectiveness of supply chain operations. CVM's platform is designed to streamline vendor interactions, reduce risks, and improve transparency across procurement activities.",https://cvm.com/,Other Hosting Services Providers,cvm-zimbra-hosting,CVM Zimbra Hosting offers mail server hosting,,"[""Other Hosting Services""]",
D-EDGE,"WEBSITE DEVELOPMENT Showcase and sell your hotel on the web Travellers want to be amazed, they look for the unexpected, but with all the information just a click away. Give them what they want! Our hospitality-dedicated Web Studio will showcase your hotel on the web according to the brand image and experience you want to offer to your guests. Your website is your hotel’s front door... DRIVE MORE DIRECT BOOKINGS","D-EDGE is a technology provider specializing in integrated hotel distribution solutions. With a focus on optimizing distribution capabilities, revenue management, and marketing operations, D-EDGE offers cutting-edge software and services that cater specifically to the needs of the hospitality industry. Their comprehensive suite of tools includes a powerful central reservation system (CRS), channel manager, data intelligence platforms, and digital marketing solutions.The company prides itself on simplifying complex technology to help hotel operators effectively manage their online presence and bookings across multiple channels. D-EDGE’s solutions are designed to improve hoteliers' ability to compete in a dynamic market by increasing visibility, maximizing revenue, and enhancing guest satisfaction. Their website, https://d-edge.com, provides detailed information on their products, client testimonials, case studies, and the latest industry insights, reflecting their commitment to innovation and customer success.",https://d-edge.com/,Hospitality Software,d-edge,"WEBSITE DEVELOPMENT Showcase and sell your hotel on the web Travellers want to be amazed, they look for the unexpected, but with all the information just a click away. Give them what they want! Our hospitality-dedicated Web Studio will showcase your hotel on the web according to the brand image and experience you want to offer to your guests. Your website is your hotel’s front door... DRIVE MORE DIRECT BOOKINGS","Paris, √éle-de-France","[""Other Hospitality""]",
D365 Data Quality,D365 Data Quality solution extends the natural capability of your Dynamics 365 CRM by providing visibility into your data quality and the controls to improve it. The web application solution ensures data issues are captured as the data is being entered allowing immediate correction. Data stewards are provided with the tools they need to provide a trusted source of customer data for your entire organization.,"Adastra is a global technology consulting firm that specializes in data-driven digital transformation. They provide services in data and analytics, digital enablement, and governance to help organizations leverage the power of data to achieve business objectives. Adastra offers solutions across various industries, including finance, healthcare, retail, and telecommunications, focusing on enhancing data quality, implementing scalable cloud solutions, and ensuring regulatory compliance. Their expertise includes leveraging technologies such as artificial intelligence, machine learning, and cloud platforms to optimize operations and drive innovation.",https://www.adastracorp.com/,Data Quality Tools,d365-data-quality,"D365 Data Quality solution extends the natural capability of your Dynamics 365 CRM by providing visibility into your data quality and the controls to improve it. The web application data quality application ensures data issues are captured as the data is being entered allowing immediate correction. Data stewards are provided with the tools they need to provide a trusted source of customer data for your entire organization. Adastra’s D365 Data Quality application solution integrates seamlessly with Dynamics 365 by leveraging native Microsoft technology, including Power Apps, Power Automate and common data services. D365 Data Quality web application solution is a plug-in to your existing D365 solution and does not require additional servers, thus minimizing the impact to your infrastructure. It can be deployed in just 1 business day.","Toronto, Canada","[""Data Quality""]",
Cybertiks,Cybertiks enhances agricultural and environmental monitoring through advanced AI analytics.,"Cybertiks is a technology company specializing in providing cybersecurity solutions and IT services. They focus on protecting businesses from cyber threats by offering a comprehensive suite of services including network security, data protection, and risk management. Cybertiks also offers consulting services to help organizations develop effective cybersecurity strategies. Their approach leverages advanced technology and industry best practices to ensure the security and resilience of their clients' digital assets.",https://www.cybertiks.com/,Agriculture Software,cybertiks,Cybertiks enhances agricultural and environmental monitoring through advanced AI analytics.,,"[""Other Agriculture""]",
D-Sight Collaborative Decision-Making Tool (CDM),D-Sightâ€™s Collaborative Decision-Making platform offers a structured approach that supports these complex decisions.,"D-Sight is a software company specializing in decision-making solutions that empower organizations to make better-informed decisions. Their innovative software tools are designed to streamline the decision-making process, particularly in complex situations involving multiple criteria. D-Sight’s unique approach uses advanced algorithms and methodologies, including Multi-Criteria Decision Analysis (MCDA), to help users evaluate options and reach the best outcomes based on specified criteria and objectives. Their solutions are catered towards a wide range of industries, including healthcare, government, and finance. To explore their offerings or learn more about how D-Sight can enhance your decision-making processes, visit their website at [http://www.d-sight.com](http://www.d-sight.com).",https://www.d-sight.com/,Decision-Making Software,d-sight-collaborative-decision-making-tool-cdm,D-Sightâ€™s Collaborative Decision-Making platform offers a structured approach that supports these complex decisions.,"Brussels,","[""Decision-Making""]",
Data Platform,Flexera's data intelligence library is the world’s largest and most comprehensive repository of market intelligence on enterprise software and hardware.,"Flexera is a company that specializes in providing software and IT asset management solutions to organizations. Their products and services focus on optimizing and governing technology use across various environments, helping businesses manage software licenses, ensure compliance, and enhance security. Flexera's offerings are designed to give enterprises comprehensive visibility and control over their technology ecosystems, enabling them to make informed decisions to reduce costs and risks. The company's solutions cater to a wide range of industries and are aimed at facilitating digital transformation and maximizing the value of technology investments.",https://www.flexera.com/,IT Asset Management Software,data-platform,"Poor CMDB data quality leads to poor decisions. When the information you have about your hardware and software is inconsistent, incomplete, inaccurate, sprawling and outdated, stakeholders across the organization will have different views of the technology landscape they have to manage, protect and audit -- organizational efficiency and performance suffer. This is where Flexera’s Data Platform delivers. It combines the power of our technology and our unique content team to aggregate and reconcile data from multiple sources, including discovery solutions, client management solutions and procurement systems. It maps raw data from various sources to a common identity using Technopedia® – the most trusted and comprehensive hardware and software asset information source. It further enriches this normalized data with additional market intelligence—elusive information only available after scouring the internet to find end-of-life information and dates, Windows 10 compatibility checks, software vulnerabilities and detailed hardware specifications not captured by any discovery tools. You’re provided clean, accurate and complete data for your enterprise architecture and technology initiatives","Itasca, IL","[""IT Asset Management"",""ServiceNow Store Apps""]",
CyberDefenders,"CyberDefenders is a Cyber Security Blue Team training platform designed for SOC analysts, threat hunters, incident responders, and digital forensics professionals. It focuses on the defensive side of cyber security, providing an environment to learn, validate, and advance cyber defense skills through hands-on labs. The platform offers Certified CyberDefender (CCD) training and certification alongside dynamic and subscription-based lab experiences via the BlueYard CyberRange, catering to continuous learning against emerging security threats.","CyberDefenders is an online platform dedicated to enhancing cybersecurity skills through real-world, hands-on learning experiences. The platform offers a variety of challenges and labs across different domains of cybersecurity, tailored to both beginners and experienced professionals. These exercises are designed to teach practical skills that can be directly applied in professionals' careers, such as threat detection, incident response, forensics, malware analysis, and more.CyberDefenders stands out with its community-driven approach, providing an environment where users can learn collaboratively and broaden their understanding through real-time feedback and peer interactions. The platform is often updated with new challenges that reflect current cybersecurity trends and threats, ensuring that the skills gained are relevant and up-to-date.Ideal for those seeking to boost their resumes or prepare for professional certifications, CyberDefenders offers a dynamic and supportive toolkit to those committed to advancing in the cyber security field.",https://cyberdefenders.org/,Vulnerability Management Software,cyberdefenders,"CyberDefenders stands out as a premier online destination for blue team cyber security education, offering specialized training for individuals aiming to become SOC analysts, threat hunters, and DFIR professionals. We offer hands-on, real-world labs designed to enhance the defensive capabilities of cyber security professionals at all skill levels. The platfrom emphasizes practical learning through direct engagement with current security scenarios, making it an ideal environment for individuals and teams eager to advance their blue team skills. Our Certified CyberDefender Certification, prioritizes practical skills, ensuring that those who earn it are well-equipped for the complexities and demands of modern cyber defense roles.","Middletown, US","[""Cybersecurity Professional Development""]",
Data privacy analysis service for SAP ILM,Facilitate your Information Lifecycle Management implementation for data compliance,"Our business analytics solutions close the gap between transactions, data preparation, analysis, and action, so you can make more informed decisions.",https://www.sap.com/,SAP Store Software,data-privacy-analysis-service-for-sap-ilm,Facilitate your Information Lifecycle Management implementation for data compliance,Walldorf,"[""SAP Store""]",
Cypress,Cypress offers a test engine that runs unit and integration tests in a browser.,"Cypressio Inc is a company specializing in the development of an innovative frontend testing tool, Cypress, designed for modern web applications. The platform is renowned for its ability to facilitate end-to-end testing, integration testing, and unit testing in a seamless, fast, and reliable manner. Cypress is built specifically for JavaScript environments, making it a preferred choice for developers working with frameworks such as React, Angular, and Vue.js. Its key features include an easy-to-set-up environment, automatic waiting, real-time reloads, and detailed debugging capabilities. The company aims to improve the testing experience by providing developers with tools that are intuitive and efficient, helping to ensure higher quality and performance of web applications.",https://www.cypress.io/,Software Testing Tools,cypress,"Cypress is a front end automated testing tool, created for the modern web. It provides better, faster, and more reliable testing for anything that runs in a browser. Built on an entirely new architecture, Cypress runs in the same run-loop as the application being tested - and it works on any front-end framework or website. The open-source Cypress app handles modern JavaScript frameworks especially well. Cypress Cloud is a hosted service that aggregates and applies powerful intelligence from past Cypress app test runs to support better CI failure debugging workflows, test suite analytics, and intelligent CI orchestration capabilities that improve developer velocity while reducing CI costs.","Atlanta, Georgia","[""Software Testing"",""Automation Testing""]",
CustomerSure,"Software so you can gather, manage and respond to customer feedback, improve customer satisfaction and increase sales.","CustomerSure is a customer feedback and survey platform designed to help businesses improve their service and enhance customer satisfaction. The platform offers tools for collecting, analyzing, and acting on feedback to foster customer loyalty and support business growth. Key features include customizable surveys, automated feedback collection, real-time data analytics, and integration capabilities with various CRM systems. CustomerSure aims to provide actionable insights to help businesses make informed decisions and improve customer experience.",https://www.customersure.com/,Experience Management Software,customersure,"CustomerSure, a UK-based leader in customer feedback, has empowered businesses for over 14 years with our award-winning platform. We simplify collecting Voice of the Customer (VoC) data via web, SMS, email, and IVR. Our partnership approach sets us apart. We work closely with you to understand your unique needs and deliver expert support. This collaboration, combined with our software, helps you quickly identify satisfaction drivers, address issues in real-time, and boost retention and satisfaction. Our platform features feedback segmentation and customer trait targeting, supporting both new and existing VoC programmes with clear return on investment and minimal complexity. CustomerSure offers transparent pricing, no lock-in periods, and a risk-free pilot, making it easy to see the impact of improved customer satisfaction on business results. Join the many CX teams who’ve upgraded from basic tools and experience effortless customer happiness.","Newcastle upon Tyne, United Kingdom","[""Feedback Analytics"",""Contact Center Quality Assurance"",""Experience Management"",""Customer Success"",""Proactive Customer Retention""]",
D&B Receivables Intelligence powered by FIS GETPAID,"Dun & Bradstreet’s industry-leading data and analytics, integrated into a powerful AI-driven accounts receivables management solution","Dun & Bradstreet, a leading global provider of business decisioning data and analytics, enables companies around the world to improve their business performance. Dun & Bradstreet’s Data Cloud fuels solutions and delivers insights that empower customers to accelerate revenue, lower cost, mitigate risk, and transform their businesses. Since 1841, companies of every size have relied on Dun & Bradstreet to help them manage risk and reveal opportunity. For more information on Dun & Bradstreet, please visit www.dnb.com.",https://www.dnb.com/,Accounting & Finance Software,d-b-receivables-intelligence-powered-by-fis-getpaid,"D&B Receivables Intelligence powered by FIS GETPAID gives organizations' accounts receivable processes risk-based strategies, automated collections workflows, and AI-driven analytics to help users improve cash flow, drive efficiency, and get paid faster. D&B Receivables Intelligence comprises Collections Management, Dashboards & Reporting. Customer Portal, and Cash Application. When combined with D&B Credit Intelligence, the solution creates a credit-to-cash solution. Feature areas include: - A/R Automation - Automated processes to help manage collections, payments, and forecast cash flow. - Collections - Streamlined collections management processes with AI and automation to reduce administrative burden. - Customer Payment Management - Customers can pay more easily with e-invoicing and online payment portal options. - Forecasting - Detailed disputes status, aging, and reason code analysis for invoices that can't be paid. - Performance Visualizations - Pre-configured or buildable with modules and filters, displays trends or root-cause analyses, etc. - Productivity Analysis - Strategy or team performance tracking against collection goals at the user, team, or portfolio level. - Customer Portal - To securely accept, process, and post online payments through ACH/EFT or credit cards. - Cash Application - Uses machine learning to apply and reconcile payments from multiple channels to help reduce payment processing costs, increase quality of cash matching, improve DSO, and close the gap to a zero-touch environment.","Short Hills, NJ","[""Accounts Receivable""]",
CustomShow,Business presentation software used by larger organizations to give better presentations and used by also marketing and sales teams.,"CustomShow is a presentation software platform designed to enhance business presentations and sales communications through customizable and branded materials. It allows users to create visually engaging slide decks that can be tailored to reflect a company's brand and messaging. The platform offers features such as cloud-based access, real-time collaboration, and detailed slide analytics to track audience engagement and presentation effectiveness. CustomShow is particularly geared towards marketing and sales teams looking to elevate their presentation impact.",https://www.customshow.com/,Presentation Software,customshow,"CustomShow is a presentation editor designed to create video-rich presentations and share them with a simple link. It is used by ad sales, sports sponsorships, higher education admissions, hospitality events, real estate and other sales and marketing teams to digitally deliver the experience of their offerings. It is easy to use, enables collaboration and comes with powerful slide library management capabilities. Built-in customer engagement analytics deliver deep insights that accelerate sales.","New York, US","[""Presentation""]",
Cutmy.link,"Create Link-In-Bio pages, QR Codes, and track analytics using this all-in-one link toolkit.","Cutmylink is a URL shortening service that allows users to transform long URLs into shorter, more manageable links, which are easier to share, especially on social media platforms where character space is limited. The service provided by Cutmylink can be accessed through their website at https://cutmy.link. This tool is beneficial for individuals and businesses alike, aiming to streamline their online sharing process and track the performance of their links in terms of clicks and reach. Ideal for enhancing marketing strategies and simplifying URL sharing, Cutmylink offers a user-friendly interface to create concise, powerful links that improve click-through rates and maintain the neatness of textual content.",https://cutmy.link/,URL Shortener,cutmy-link,"Create Link-In-Bio pages, QR Codes, and track analytics using this all-in-one link toolkit.",,"[""URL Shortener""]",
