technology_id,name,slug,url,description,category,category_slug,parent_category,parent_category_slug,jobs,companies,companies_found_last_week
4272,instainer,instainer,http://instainer.com/,InstaDocker is a Docker container hosting service which allows run any Docker container on the cloud instantly.,Containers And Microservices,containers-and-microservices,Platform And Storage,platform-and-storage,0,0,0
4273,pre-commit,pre-commit,http://jish.github.io/pre-commit/,pre-commit checks your code for errors before you commit it. pre-commit is configurable.,CSS Preprocessor,css-preprocessor,Programming Languages And Frameworks,programming-languages-and-frameworks,411,181,0
4281,hyperscript,hyperscript,https://hyperscript.org/,"It is an experimental scripting language designed for the web, inspired by HyperTalk. Its core feature is the ability to embed event handlers directly on HTML elements.",Languages,languages,Programming Languages And Frameworks,programming-languages-and-frameworks,5,2,0
4283,3scale,3scale,http://www.3scale.net/,"3scale's API Management platform provides services and solutions, allowing you to Operate, Manage and Distribute your APIs. Trusted by 450+ API programs.",API Management,api-management,Programming Languages And Frameworks,programming-languages-and-frameworks,697,302,1
4346,3veta,3veta,https://3veta.com,"It is an all-in-one solution that empowers consultants, creators, and service providers to schedule or get booked, host video meetings in the browser, Get paid instantly, and much more!",Audio Conferencing,audio-conferencing,Communications,communications,0,0,0
4355,scikit-image,scikit-image,http://scikit-image.org/,scikit-image is a collection of algorithms for image processing.,Libraries And Widgets,libraries-and-widgets,Programming Languages And Frameworks,programming-languages-and-frameworks,708,349,1
4399,sktime,sktime,https://www.sktime.org/en/latest/,"It is a Python machine learning toolbox for time series with a unified interface for multiple learning tasks. It provides dedicated time series algorithms and scikit-learn compatible tools for building, tuning, and evaluating composite models.",Data Science And Machine Learning,data-science-and-machine-learning,Business Intelligence And Analytics,business-intelligence-and-analytics,39,21,0
4417,lazygit,lazygit,https://github.com/jesseduffield/lazygit,"It is a simple terminal UI for git commands, written in Go with the gocui library.",Development Tools,development-tools,Devops And Development,devops-and-development,0,0,0
4448,ngrok,ngrok,https://ngrok.com/,ngrok is a reverse proxy that creates a secure tunnel between from a public endpoint to a locally running web service. ngrok captures and analyzes all traffic over the tunnel for later inspection and replay.,CSS Preprocessor,css-preprocessor,Programming Languages And Frameworks,programming-languages-and-frameworks,35,25,0
4515,oso,oso,https://www.osohq.com/,Oso Cloud is authorization-as-a-service. It provides abstractions for building and iterating on authorization in your application – based on years of work with hundreds of engineering teams.,Identity And Access Management,identity-and-access-management,IT Security,it-security,2493,579,3
4528,dockersh,dockersh,https://github.com/Yelp/dockersh,"dockersh is designed to be used as a login shell on machines with multiple interactive users. When a user invokes dockersh, it will bring up a Docker container (if not already running), and then spawn a new interactive shell in the container's namespace.",Containers And Microservices,containers-and-microservices,Platform And Storage,platform-and-storage,0,0,0
4596,xmysql,xmysql,https://github.com/o1lab/xmysql,one command to generate REST APIs for any MySql database,Database Tools,database-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
4634,900dpi,900dpi,http://900dpi.com/,Create a CMS using the tools you already know. Make static websites editable by adding a CSS class. Manage it all from right inside your Dropbox folder.,Enterprise Content Management,enterprise-content-management,Devops And Development,devops-and-development,0,0,0
4813,commercetools,commercetools,https://commercetools.com/,"Our headless commerce platform separates frontend and backend functionality. So commercetools enables businesses to create seamless shopping experiences across all digital touchpoints. Our flexible API lets you engage with your customers via webshops, mobile apps, voice assistants, AR/VR applications, social networks, and others.",Ecommerce Platform,ecommerce-platform,E-commerce,e-commerce,1641,558,0
4835,launchpage-rails,launchpage-rails,https://github.com/codelitt/launchpage-rails,"Prelaunch MVP landing page (open source alternative to LaunchRock) to get you going quickly so you can focus on your product. Written in Ruby and Rails 4.2 with email collection for two or more user types, social sharing after user signs in, and automailer to new user.",Landing Pages,landing-page,Marketing,marketing,44,36,0
4857,dbdocs,dbdocs,https://dbdocs.io/,"It is a free & simple database documentation for teams and businesses
Help your fellow developer and clients understand any database quickly with Data Dictionary & ERDs.",Database Tools,database-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,3,3,0
4909,isomorphic-git,isomorphic-git,https://isomorphic-git.org/,"It is a pure JavaScript reimplementation of git that works in both Node.js and browser JavaScript environments. It can read and write to git repositories, fetch from and push to git remotes (such as GitHub), all without any native C++ module dependencies.",Configuration Management,configuration-management,Devops And Development,devops-and-development,0,0,0
4959,vsChat,vsChat,https://github.com/Ademking/vsChat,This extension helps you Chat with developers around the world. You can use a nickname without login.,IDEs And Text Editors,ides-and-text-editors,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
4966,pganalyze,pganalyze,https://pganalyze.com/,"The overview dashboard reveals which queries slow down your app, and during which times of the day your database performance suffers most. Log Insights and automated EXPLAIN plan insights give actionable advice on how to resolve issues.",Database Tools,database-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,46,22,0
4970,dawson,dawson,https://dawson.sh,"dawson is a serverless web framework for Node.js on AWS (CloudFormation, CloudFront, API Gateway, Lambda). You can use dawson to build and deploy backend code and infrastructure for single-page apps + API, pure APIs or server-rendered pages.","Queueing, Messaging And Background Processing",queueing-messaging-and-background-processing,Programming Languages And Frameworks,programming-languages-and-frameworks,6569,1218,13
4973,k6,k6,https://k6.io/,It is a developer centric open source load testing tool for testing the performance of your backend infrastructure. It’s built with Go and JavaScript to integrate well into your development workflow.,Performance And Load Testing,performance-and-load-testing,Testing And QA,testing-and-qa,4662,2052,26
5003,react-beautiful-dnd,react-beautiful-dnd,http://www.atlassian.com/,"There are a lot of libraries out there that allow for drag and drop interactions within React. Most notable of these is the amazing react-dnd. It does an incredible job at providing a great set of drag and drop primitives which work especially well with the wildly inconsistent html5 drag and drop feature. react-beautiful-dnd is a higher level abstraction specifically built for vertical and horizontal lists. Within that subset of functionality react-beautiful-dnd offers a powerful, natural and beautiful drag and drop experience. However, it does not provide the breadth of functionality offered by react-dnd.",CSS Preprocessor,css-preprocessor,Programming Languages And Frameworks,programming-languages-and-frameworks,7,7,0
5013,vue-jazzicon,vue-jazzicon,https://github.com/man15h/vue-jazzicon,"This component is made to be identical to the visual identifiers present in the metamask project, in order to create visual continuity between a dApp and the metamask plugin which may be used to sign ethereum transactions.",JavaScript MVC Framework,javascript-mvc-framework,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
5015,pgweb,pgweb,https://github.com/sosedoff/pgweb/,"This is a web-based browser for PostgreSQL database server. Its written in Go and works on Mac OSX, Linux and Windows machines. Main idea behind using Go for the backend is to utilize language's ability for cross-compile source code for multiple platforms. This project is an attempt to create a very simple and portable application to work with PostgreSQL databases.",Database Tools,database-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,6,4,0
5021,stts,stts,https://itunes.apple.com/us/app/stts/id1187772509?mt=12,"With a click of the menubar icon, you can see the status of your favorite services. You can also be notified when a service goes down or gets restored. stts is designed to be unobtrusive, only giving you the information you need and allowing you to access the status page with a single click.",Infrastructure Monitoring,infrastructure-monitoring,Devops And Development,devops-and-development,292,54,0
5053,telbee,telbee,https://www.telbee.io/,"Add voice messaging to your website/webapp, or create standalone recorders to share via social media, email and more. Receive voice messages to listen or read transcribed in a team inbox.",Business Text Messaging,business-text-messaging,Communications,communications,0,0,0
5087,ggez,ggez,https://ggez.rs/,"It is a lightweight game framework for making 2D games with minimum friction. It aims to implement an API based on (a Rustified version of) the LÖVE game framework. Thus it contains portable 2D drawing, sound, resource loading and event handling.",Game Development,game-development,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
5097,hdoc,hdoc,https://hdoc.io/,"It is a modern documentation tool for C++ with the goal of helping developers create great documentation, painlessly. To accomplish this goal, it automatically generates API documentation, puts Markdown pages alongside your documentation, and lets you search through your documentation interactively. Above all, it is designed to produce great results with minimal configuration and hassle.",Document Collaboration,document-collaboration,Collaboration,collaboration,12,7,0
5106,kube-bench,kube-bench,https://github.com/aquasecurity/kube-bench,"It is a Go application that checks whether Kubernetes is deployed securely by running the checks documented in the CIS Kubernetes Benchmark.

Tests are configured with YAML files, making this tool easy to update as test specifications evolve.",Containers And Microservices,containers-and-microservices,Platform And Storage,platform-and-storage,62,31,0
6445,go-zero,go-zero,https://go-zero.dev/en/,It is a web and RPC framework written in Go. It's born to ensure the stability of busy sites with resilient design. Builtin goctl greatly improves the development productivity.,Content Marketing Tools,content-marketing-tools,Marketing,marketing,76,35,0
6446,hokolinks,hokolinks,https://hokolinks.com/,HOKO offers publishers a new way to monetize their users by turning their app or site into an AI powered marketplace.,Attribution Tracking,attribution-tracking,Marketing,marketing,0,0,0
6471,ejabberd,ejabberd,https://www.ejabberd.im/,"It is a distributed, fault-tolerant technology that allows the creation of large-scale instant messaging applications. The server can reliably support thousands of simultaneous users on a single node and has been designed to provide exceptional standards of fault tolerance. ","Queueing, Messaging And Background Processing",queueing-messaging-and-background-processing,Programming Languages And Frameworks,programming-languages-and-frameworks,105,36,0
6472,git-split-diffs,git-split-diffs,https://github.com/banga/git-split-diffs,"GitHub style split diffs with syntax highlighting in your terminal. By default, salient changes within lines are also highlighted. ",Development Tools,development-tools,Devops And Development,devops-and-development,0,0,0
6475,github-elements,github-elements,https://github.com/github/github-elements,A collection of GitHub's Web Component. 17 open source custom elements.,Retargeting,retargeting,Marketing,marketing,0,0,0
6540,git-branchless,git-branchless,https://github.com/arxanas/git-branchless,"It is a suite of tools to help you visualize, navigate, manipulate, and repair your commit history. It's based off of the branchless Mercurial workflows at large companies such as Google and Facebook.",Development Tools,development-tools,Devops And Development,devops-and-development,0,0,0
6565,aptly,aptly,http://www.aptly.info/,"aptly is a swiss army knife for Debian repository management: it allows you to mirror remote repositories, manage local package repositories, take snapshots, pull new versions of packages along with dependencies, publish as Debian repository.",Hosted Email,hosted-email,Platform And Storage,platform-and-storage,1553,530,4
6587,etcd,etcd,https://coreos.com/,"etcd is a distributed key value store that provides a reliable way to store data across a cluster of machines. It’s open-source and available on GitHub. etcd gracefully handles master elections during network partitions and will tolerate machine failure, including the master.",Containers And Microservices,containers-and-microservices,Platform And Storage,platform-and-storage,1472,480,5
6624,imgix,imgix,https://imgix.com/,"imgix is the leading visual media platform that businesses choose to improve user experience, website performance, and cost-saving. imgix offers robust image and video processing, global content delivery, and intelligent asset management.",Image Processing API,image-processing-api,Programming Languages And Frameworks,programming-languages-and-frameworks,58,33,0
6626,fancybox,fancybox,http://fancyapps.com/fancybox/3/,"It is a tool that offers a nice and elegant way to add zooming functionality for images, html content and multi-media on your webpages. It is built on the top of the popular JavaScript framework jQuery and is both easy to implement and a snap to customize.",Libraries And Widgets,libraries-and-widgets,Programming Languages And Frameworks,programming-languages-and-frameworks,12,9,1
6650,delayed_job,delayed_job,https://github.com/collectiveidea/delayed_job,Delayed_job (or DJ) encapsulates the common pattern of asynchronously executing longer tasks in the background. It is a direct extraction from Shopify where the job table is responsible for a multitude of core tasks. ,Package Manager,package-manager,Programming Languages And Frameworks,programming-languages-and-frameworks,1,1,0
6653,telegram-download-deamon,telegram-download-deamon,https://github.com/alfem/telegram-download-daemon,"A simple script to automate telegram download of big files. If you have got an Internet connected computer or NAS and you want to automate file downloading from Telegram channels, this daemon is for you.",FTP And File Uploads,ftp-and-file-uploads,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
6656,dbdiagram,dbdiagram,https://dbdiagram.io/home,Quick and simple free tool to help you draw your database relationship diagrams and flow quickly using simple DSL language.,Database Tools,database-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,12,4,0
6667,plpgunit,plpgunit,https://github.com/mixerp/plpgunit,It is a PostgreSQL unit testing framework. It started out of curiosity on why a unit testing framework cannot be simple and easy to use. It does not require any additional dependencies and is ready to be used on your PostgreSQL Server database.,Database Tools,database-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,4,2,0
6680,collectd,collectd,https://collectd.org,"collectd gathers statistics about the system it is running on and stores this information. Those statistics can then be used to find current performance bottlenecks (i.e. performance analysis) and predict future system load (i.e. capacity planning). Or if you just want pretty graphs of your private server and are fed up with some homegrown solution you're at the right place, too.",Network Monitoring,network-monitoring,IT Security,it-security,445,180,1
6750,ceph,ceph,http://ceph.com/,"In computing,It is a free-software storage platform, implements object storage on a single distributed computer cluster, and provides interfaces for object-, block- and file-level storage.",Languages,languages,Programming Languages And Frameworks,programming-languages-and-frameworks,10083,3103,24
6756,vim-repo-edit,vim-repo-edit,https://github.com/drzel/vim-repo-edit,"Now you don't have to clone the GitHub repo to read the code, this tool makes it easy to read GitHub code with Vim.",Landing Pages,landing-page,Marketing,marketing,0,0,0
6832,apibeats,apibeats,https://apibeats.com/,"It is an API maintenance platform that notifies teams on Slack & Email when the API changes. It lets you create collections of endpoints and watch them for changes, test your API collections and document them.",Debugging Tools,debugging-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,30,1,0
6855,sheet2api,sheet2api,https://sheet2api.com,"Use any Google Sheets or Excel Online spreadsheet to power a fully-fledged API, no coding required.",Forms And Surveys,forms-and-surveys,Customer Management,customer-management,0,0,0
6856,runit,runit,http://smarden.org/runit/,"It is a cross-platform Unix init scheme with service supervision, a replacement for sysvinit, and other init schemes.  It runs on GNU/Linux, *BSD, MacOSX, Solaris, and can easily be adapted to other Unix operating systems.","Queueing, Messaging And Background Processing",queueing-messaging-and-background-processing,Programming Languages And Frameworks,programming-languages-and-frameworks,72,38,0
6858,psake,psake,https://github.com/psake/psake,It is a build automation tool written in PowerShell. It avoids the angle-bracket tax associated with executable XML by leveraging the PowerShell syntax in your build scripts.,"Queueing, Messaging And Background Processing",queueing-messaging-and-background-processing,Programming Languages And Frameworks,programming-languages-and-frameworks,14,12,0
6885,git-workspace,git-workspace,https://github.com/orf/git-workspace,"If your company has a large number of repositories and your work involves jumping between a lot of them then git-workspace can save you some time by easily synchronizing your projects directory with Github, Gitlab.com or Gitlab self-hosted, and allowing you to access any repository instantly.",Development Tools,development-tools,Devops And Development,devops-and-development,0,0,0
6893,ungit,ungit,https://github.com/FredrikNoren/ungit,Clean and intuitive UI that makes it easy to understand git.,Development Tools,development-tools,Devops And Development,devops-and-development,0,0,0
7017,goober,goober,https://goober.rocks/,It is less than 1KB css-in-js solution. It is built on the shoulders of well-established solutions. That means the API has been paved and we just need to follow it.,CSS Preprocessor,css-preprocessor,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
7023,csvbox,csvbox,https://csvbox.io/,"It is a drop-in widget to allow your users to upload spreadsheets, map columns, and fix issues all with a few clicks. You receive clean and ready to use data in your app.",File Sharing,file-sharing,Collaboration,collaboration,0,0,0
7107,rkt,rkt,https://coreos.com/,"Rocket is a cli for running App Containers. The goal of rocket is to be composable, secure, and fast.",Package Manager,package-manager,Programming Languages And Frameworks,programming-languages-and-frameworks,60080,10452,131
7117,phxsql,phxsql,https://github.com/tencent-wechat/phxsql,PhxSQL is a high-availability and strong-consistency MySQL cluster built on Paxos and Percona.,Database Tools,database-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
7167,angular-gantt,angular-gantt,https://www.angular-gantt.com/,angular-gantt provides a gantt chart component to your AngularJS application.,"Mockups, Wireframing And Prototyping",mockups-wireframing-and-prototyping,Product And Design,product-and-design,1,1,0
7196,twemproxy,twemproxy,https://github.com/twitter/twemproxy,"twemproxy (pronounced ""two-em-proxy""), aka nutcracker is a fast and lightweight proxy for memcached and redis protocol. It was built primarily to reduce the number of connections to the caching servers on the backend. This, together with protocol pipelining and sharding enables you to horizontally scale your distributed caching architecture.",Debugging Tools,debugging-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,21,19,0
7227,fake2db,fake2db,https://github.com/emirozer/fake2db,"Generate fake but valid data filled databases for test purposes using most popular patterns(AFAIK). Current support is sqlite, mysql, postgresql, mongodb.",Database Tools,database-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
7236,baikal,baikal,https://github.com/alegonz/baikal,"It is a graph-based, functional API for building complex machine learning pipelines of objects that implement the scikit-learn API. It is mostly inspired on the excellent Keras API for Deep Learning, and borrows a few concepts from the TensorFlow framework and the (perhaps lesser known) graphkit package. It aims to provide an API that allows to build complex, non-linear machine learning pipelines.",Data Science And Machine Learning,data-science-and-machine-learning,Business Intelligence And Analytics,business-intelligence-and-analytics,9,5,0
7325,kubernetes-deploy,kubernetes-deploy,https://shopifyengineering.myshopify.com/,"kubernetes-deploy is a command line tool that helps you ship changes to a Kubernetes namespace and understand the result. At Shopify, we use it within our much-beloved, open-source Shipit deployment app.",Containers And Microservices,containers-and-microservices,Platform And Storage,platform-and-storage,47,21,0
7327,sendwithus,sendwithus,https://www.sendwithus.com/,"Send email from your app with a simple API call, Sendwithus manages the rest. Templates, testing, data management, segments, and analytics are all accessible through a friendly dashboard.",Email Tracking,email-tracking,Marketing,marketing,13,8,0
7346,etleap,etleap,https://etleap.com/,"Etleap simplifies and automates ETL on AWS. Etleap's data wrangler and modeling tools let users control how data is transformed for analysis, without writing any code, and monitors pipelines to ensure availability and completeness of data.",Big Data,big-data,Business Intelligence And Analytics,business-intelligence-and-analytics,25,15,2
7349,loggie,loggie,https://loggie.io/,"It is simple remote logging tool, where you can log from severity type ""info"" to ""fatal"".",Recurring Billing And Payments,recurring-billing-and-payments,Finance And Accounting,finance-and-accounting,7,5,0
7363,fastlane,fastlane,http://fastlane.tools/,"fastlane lets you define and run your deployment pipelines for different environments. It helps you unify your app’s release process and automate the whole process. fastlane connects all fastlane tools and third party tools, like CocoaPods.",Package Manager,package-manager,Programming Languages And Frameworks,programming-languages-and-frameworks,11254,3195,14
7404,picturesafe-search,picturesafe-search,https://picturesafe-search.io/,"It is an open source Java wrapper for Elasticsearch, implementing an opinionated, fresh approach to implement new search/analytics enabled applications or enhance legacy software based on relational databases with powerful full text search capabilities.",Search,search,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
7470,drawio,drawio,http://draw.io,"It is a free online diagram software for making flowcharts, process diagrams, org charts, UML, ER and network diagrams. It is an open platform where you can create and share diagrams. It’s integrated with the tools you already use.",Employee Directory,employee-directory,HR,hr,529,228,0
7477,mailfloss,mailfloss,https://mailfloss.com/,"It is an email validation tool for busy businesses. It is fully automated, completely hands-off, this email verification tool does it all for you. Simply connect an email service provider, set some options, and that's it. From that point on it cleans the email lists automatically and keeps them protected from invalid email addresses.",Email Verification,email-verification,Marketing,marketing,2,2,0
7508,gulp,gulp,http://gulpjs.com/,"Build system automating tasks: minification and copying of all JavaScript files, static images. More capable of watching files to automatically rerun the task when a file changes.",JS Build Tools And Task Runners,js-build-toolstask-runners,Programming Languages And Frameworks,programming-languages-and-frameworks,23063,8599,19
7679,2checkout,2checkout,https://www.2checkout.com,"Accept payments online, anytime, anywhere. 2Checkout.com is an online payment processing service that helps you accept credit cards, PayPal, and debit cards.",Online Payment Security,online-payment-security,Finance And Accounting,finance-and-accounting,69,28,0
7685,cdnjs,cdnjs,https://cdnjs.com,"Everyone loves the Google CDN? Even Microsoft runs their own CDN. The problem is, they only host the most popular libraries. We host it all - JavaScript, CSS, SWF, images, etc! Powered by CloudFlare.",Content Delivery Network (CDN),content-delivery-network-cdn,Devops And Development,devops-and-development,1,1,0
7697,redux-saga,redux-saga,https://redux-saga.github.io,An alternative side effect model for Redux apps,CSS Preprocessor,css-preprocessor,Programming Languages And Frameworks,programming-languages-and-frameworks,3885,1610,3
7768,graphql-yoga,graphql-yoga,https://www.prisma.io/cloud,"Easiest way to run a GraphQL server: Sensible defaults & includes everything you need with minimal setup.;Includes Subscriptions: Built-in support for GraphQL subscriptions using WebSockets.;Compatible: Works with all GraphQL clients (Apollo, Relay...) and fits seamless in your GraphQL workflow.",Other Dev Tools,other-dev-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,50,30,1
7769,closeheat,closeheat,http://closeheat.com,closeheat lets you develop landing pages faster. Use our beautiful landing page templates  or import your own HTML/CSS.  Do small changes in the browser - publish them instantly. ,Landing Pages,landing-page,Marketing,marketing,0,0,0
7818,webapp2,webapp2,https://webapp-improved.appspot.com/,"webapp2 is a simple. it follows the simplicity of webapp, but improves it in some ways: it adds better URI routing and exception handling, a full featured response object and a more flexible dispatching mechanism.",Application Frameworks,application-frameworks,Programming Languages And Frameworks,programming-languages-and-frameworks,31,21,0
7863,vuex,vuex,http://vuejs.org/,"Vuex is a state management pattern + library for Vue.js applications. It serves as a centralized store for all the components in an application, with rules ensuring that the state can only be mutated in a predictable fashion. It also integrates with Vue's official devtools extension to provide advanced features such as zero-config time-travel debugging and state snapshot export / import.",CSS Preprocessor,css-preprocessor,Programming Languages And Frameworks,programming-languages-and-frameworks,6005,2868,26
7869,videojs,videojs,http://www.videojs.com/,"It is an open source library for working with video on the web, also known as an HTML video player. It supports HTML5 and Flash video, as well as YouTube and Vimeo (through plugins). It supports video playback on desktops and mobile devices.",Libraries And Widgets,libraries-and-widgets,Programming Languages And Frameworks,programming-languages-and-frameworks,78,40,0
7892,asyncio,asyncio,https://docs.python.org/3/library/asyncio.html,"This module provides infrastructure for writing single-threaded concurrent code using coroutines, multiplexing I/O access over sockets and other resources, running network clients and servers, and other related primitives.",JavaScript MVC Framework,javascript-mvc-framework,Programming Languages And Frameworks,programming-languages-and-frameworks,2079,950,11
7977,guava,guava,https://github.com/google/guava,"The Guava project contains several of Google's core libraries that we rely on in our Java-based projects: collections, caching, primitives support, concurrency libraries, common annotations, string processing, I/O, and so forth.",Other Dev Tools,other-dev-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,2567,299,2
8012,planka,planka,https://planka.app/,It is a Trello-like kanban board built with React and Redux. It is a free and open source kanban board for workgroups.,Bug And Issue Tracking,bug-and-issue-tracking,Devops And Development,devops-and-development,4,4,0
8042,fpm,fpm,https://github.com/jordansissel/fpm,It helps you build packages quickly and easily (Packages like RPM and DEB formats).,Package Manager,package-manager,Programming Languages And Frameworks,programming-languages-and-frameworks,5149,1464,8
8063,react-testing-library,react-testing-library,https://testing-library.com/docs/react-testing-library/intro,"It is a simple and complete React DOM testing utility that encourage good testing practices. It provides light utility functions on top of react-dom and react-dom/test-utils, in a way that encourages better testing practices. ",CSS Preprocessor,css-preprocessor,Programming Languages And Frameworks,programming-languages-and-frameworks,10455,4088,47
8085,fortrabbit,fortrabbit,http://fortrabbit.com,"We have automated SysOps — so that you don't have to. Deploy with Git and Composer in a breeze, set up multi staging environments on the fly, easily manage all team aspects, scale on demand.",Infrastructure-as-a-Service (IaaS),infrastructure-as-a-service,Platform And Storage,platform-and-storage,0,0,0
8119,ruxit,ruxit,https://ruxit.com,Ruxit is a all-in-one performance monitoring solution for cloud natives. In under five minutes customizable dashboard views show you your application's performance data. ,Application Performance Monitoring,application-performance-monitoring,Devops And Development,devops-and-development,5,5,0
8179,node-prelaunch,node-prelaunch,http://mailgun.com/,"Deploy this project to gather user interest while you work on building out your product. We've included html email templates for the following email transactions: Confirmation, Verification & Campaign.",Landing Pages,landing-page,Marketing,marketing,0,0,0
8207,seneca,seneca,http://senecajs.org/,"Seneca is a toolkit for organizing the business logic of your app. You can break down your app into ""stuff that happens"", rather than focusing on data models or managing dependencies.",CSS Preprocessor,css-preprocessor,Programming Languages And Frameworks,programming-languages-and-frameworks,4120,1167,13
8232,dimple,dimple,http://dimplejs.org/,The aim of dimple is to open up the power and flexibility of d3 to analysts. It aims to give a gentle learning curve and minimal code to achieve something productive. It also exposes the d3 objects so you can pick them up and run to create some really cool stuff.,Charting Tools And Libraries,charting-tools-and-libraries,Programming Languages And Frameworks,programming-languages-and-frameworks,233,55,0
8285,gedit,gedit,https://wiki.gnome.org/apps/gedit,"gedit is the GNOME text editor. While aiming at simplicity and ease of use, gedit is a powerful general purpose text editor.",IDEs And Text Editors,ides-and-text-editors,Programming Languages And Frameworks,programming-languages-and-frameworks,18,9,0
8292,octohost,octohost,http://octohost.io/,octohost helps you host any web site by adding a Dockerfile to your app's source repository.,Platform-as-a-Service (PaaS),platform-as-a-service-paas,Platform And Storage,platform-and-storage,0,0,0
8324,forever,forever,https://github.com/nodejitsu/forever,"It is a simple CLI tool for ensuring that a given script runs continuously. It is used to keep the server alive even when the server crash/stops. When the server is stopped because of some error, exception, etc.it automatically restarts it.",CSS Preprocessor,css-preprocessor,Programming Languages And Frameworks,programming-languages-and-frameworks,35493,5097,39
8331,node-json-db,node-json-db,https://github.com/Belphemur/node-json-db,"It is a simple ""database"" that use JSON file for Node.JS. The module store the data using JavaScript Object directly into a JSON file. You can easily traverse the data to reach directly the interesting property using the DataPath. The principle of DataPath is the same as XMLPath.",Relational Databases,relational-databases,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
8338,jsblocks,jsblocks,http://jsblocks.com/,"From simple user interfaces to complex single-page applications using faster, server-side rendered and easy to learn framework.",JavaScript MVC Framework,javascript-mvc-framework,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
8378,tsuru,tsuru,http://www.tsuru.io/,"tsuru is an open source polyglot cloud application platform (PaaS). With tsuru, you don’t need to think about servers at all. You can write apps in the programming language of your choice, back it with add-on resources such as SQL and NoSQL databases, memcached, redis, and many others. You manage your app using the tsuru command-line tool and you deploy code using the Git revision control system, all running on the tsuru infrastructure.",Platform-as-a-Service (PaaS),platform-as-a-service-paas,Platform And Storage,platform-and-storage,52,11,0
8381,codebeat,codebeat,https://codebeat.co/,codebeat helps you prioritize issues and identify quick wins. It provides immediate and continuous feedback on complexity and duplication,Code Quality,code-quality,Programming Languages And Frameworks,programming-languages-and-frameworks,1,1,0
8410,gockerize,gockerize,http://aerofs.com,Build static golang binaries and package them into minimal docker containers,Containers And Microservices,containers-and-microservices,Platform And Storage,platform-and-storage,0,0,0
8428,arkade,arkade,https://github.com/alexellis/arkade,"It provides a portable marketplace for downloading your favourite devops CLIs and installing helm charts, with a single command.

You can also download CLIs like kubectl, kind, kubectx and helm faster.

",Containers And Microservices,containers-and-microservices,Platform And Storage,platform-and-storage,30,10,0
8434,mailgen,mailgen,https://github.com/eladnava/mailgen,"A Node.js package that generates clean, responsive HTML e-mails for sending transactional mail.",Email Client,email-client,Platform And Storage,platform-and-storage,0,0,0
8439,bitwarden,bitwarden,https://bitwarden.com/,bitwarden is the easiest and safest way to store and sync your passwords across all of your devices.,Password Management,password-management,IT Security,it-security,251,146,0
8476,250ok,250ok,http://250ok.com,"250ok is an email deliverability tools company that produces a Software‐as‐a‐Service (“SaaS”) platform to monitor and measure the deliverability of email networks. These networks consist of companies sending various forms of messages including marketing, transactional, share, and others from various platforms.",Email Deliverability,email-deliverability,Marketing,marketing,89,42,0
8514,iwantmyname,iwantmyname,https://iwantmyname.com,"With iwantmyname, you can purchase 250+ international domain extensions and easily connect your web addresses to the best apps and services on the web, including Google Apps, Squarespace, Bitly, and Ghost. ",Domain Name Services,domain-name-services,Computer Networks,computer-networks,0,0,0
8517,code2flow,code2flow,http://code2flow.com,"Rapidly document or prototype algorithms, ideas and processes by writing meaningful pseudo-code. Flowchart will be created automatically.",Employee Directory,employee-directory,HR,hr,0,0,0
8616,dozeo,dozeo,http://www.dozeo.com,"Making digital encounters more beautiful – technology enriches life, connecting people from around the globe. Any puzzle can be solved via online collaboration, any relationship can grow through a rich and instant visual encounter. Face to face encounters make the difference. Our beautiful and instant environments foster solutions, connections and productivity. Right here, right now. Meet the world. Get things done or just have fun… with dozeo.",Audio Conferencing,audio-conferencing,Communications,communications,0,0,0
8644,astroturf,astroturf,https://4catalyzer.github.io/astroturf/,"It lets you write CSS in your JavaScript files without adding any runtime layer, and with your existing CSS processing pipeline.",CSS Preprocessor,css-preprocessor,Programming Languages And Frameworks,programming-languages-and-frameworks,376,142,8
8665,pgcli,pgcli,http://pgcli.com/,This is a postgres client that does auto-completion and syntax highlighting.,Database Tools,database-tools,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,0
