product_name,description,url,category,source
Cloudinary,"Cloudinary is a cloud-based service that streamlines websites and mobile applications' entire image and video management needs - uploads, storage, administration, manipulations, and delivery.",http://cloudinary.com/,Image Processing API,ts
CMake,"It is used to control the software compilation process using simple platform and compiler independent configuration files, and generate native makefiles and workspaces that can be used in the compiler environment of the user's choice.",http://www.cmake.org/,Build Automation,ts
COBOL,"COBOL was one of the first programming languages to be standardised: the first COBOL standard was issued by ANSI in 1968. COBOL is primarily used in business, finance, and administrative systems for companies and governments.",http://cobolstandard.info/wg4/wg4.html,Languages,ts
Coda,"A new type of document that blends the flexibility of documents, the power of spreadsheets, and the utility of apps into a single new canvas",https://coda.io/welcome,Team Collaboration,ts
CodeIgniter,"CodeIgniter is a proven, agile & open PHP web application framework with a small footprint. It is powering the next generation of web apps.",http://ellislab.com/codeigniter,Application Frameworks,ts
Codeship,Codeship runs your automated tests and configured deployment when you push to your repository. It takes care of managing and scaling the infrastructure so that you are able to test and release more frequently and get faster feedback for building the product your users need.,https://codeship.com/,Continuous Integration And Delivery,ts
Common Lisp,"Lisp was originally created as a practical mathematical notation for computer programs, influenced by the notation of Alonzo Church's lambda calculus. It quickly became the favored programming language for artificial intelligence (AI) research. As one of the earliest programming languages, Lisp pioneered many ideas in computer science, including tree data structures, automatic storage management, dynamic typing, conditionals, higher-order functions, recursion, and the self-hosting compiler. [source: wikipedia]",http://common-lisp.net/,Languages,ts
Confluence,"Capture the knowledge that's too often lost in email inboxes and shared network drives in Confluence instead – where it's easy to find, use, and update.",https://www.atlassian.com/software/confluence,Project Management,ts
ConvertAPI,"It is a high-performance online file conversion and manipulation service for developers. It can be integrated into any application or platform in just a few minutes, scales up to handle any amount of traffic, uses little resources and supports 200+ conversion actions.",https://www.convertapi.com/,Document Collaboration,ts
ConvertKit,It is a powerful new email service provider that provides Infusionsoft like automation capabilities without the Infusionsoft price,http://goforlaunch.io/convertkit,Email Marketing Platforms,ts
Crisp,"Chat with website visitors, integrate your favorite tools, and deliver a great customer experience.
",https://crisp.chat,Customer Satisfaction Ratings,ts
Cucumber,Cucumber is a tool that supports Behaviour-Driven Development (BDD) - a software development process that aims to enhance software quality and reduce maintenance costs.,https://cukes.info/,Testing And QA,ts
D3.js,It is a JavaScript library for manipulating documents based on data. Emphasises on web standards gives you the full capabilities of modern browsers without tying yourself to a proprietary framework.,http://d3js.org/,Charting Tools And Libraries,ts
D7SMS,It allows you to reach your customers via SMS over It's own connectivity to global mobile networks. It provides reliable and cost-effective SMS services to businesses across all industries and aims to connect all countries and territories via direct connections.,https://d7networks.com/,SMS Marketing,ts
Databox,"It is a KPI dashboard tells you when important things change in your business. Stay up to date with alerts, scorecards, and beautiful visualizations.",https://databox.com/,Business Intelligence (BI),ts
Datadog,"Datadog is the leading service for cloud-scale monitoring. It is used by IT, operations, and development teams who build and operate applications that run on dynamic or hybrid cloud infrastructure. Start monitoring in minutes with Datadog!",https://www.datadoghq.com/,Data Center Management,ts
DC/OS,"Unlike traditional operating systems, DC/OS spans multiple machines within a network, aggregating their resources to maximize utilization by distributed applications.",http://mesosphere.io/,Containers And Microservices,ts
Debian,Debian systems currently use the Linux kernel or the FreeBSD kernel. Linux is a piece of software started by Linus Torvalds and supported by thousands of programmers worldwide. FreeBSD is an operating system including a kernel and other software.,https://www.debian.org,Server And Desktop OS,ts
DeBounce,It allows you to upload and validate lists of email addresses quickly and in a secure way. All you have to do is upload an email list to it's web interface. It also offers API.,https://debounce.io/,Email Verification,ts
Dialpad,"It is a pure-cloud business communication platform that's in tune with the way your team works . Connect your team with a business communication platform that powers voice, video, messages, and meetings across your existing devices.",https://www.dialpad.com/,Business Phone Systems,ts
DigitalOcean Spaces,Scalable Object Storage on DigitalOcean,https://www.digitalocean.com/products/object-storage/,Storage Infrastructure,ts
Discourse,"Discourse is a simple, flat forum, where replies flow down the page in a line. Replies are attached to the bottom and top of each post, so you can optionally expand the context of the conversation – without breaking your flow. ",http://www.discourse.org/,Forums And Forum Software,ts
Disqus,Disqus looks to make it very easy and rewarding for people to interact on websites using its system. Commenters can build reputation and carry their contributions from one website to the next. ,http://disqus.com/,Comment Plugin,ts
Django,"Django is a high-level Python Web framework that encourages rapid development and clean, pragmatic design.",https://www.djangoproject.com/,Application Frameworks,ts
Docker,"The Docker Platform is the industry-leading container platform for continuous, high-velocity innovation, enabling organizations to seamlessly build and share any application — from legacy to what comes next  — and securely run them anywhere",http://www.docker.io/,Containers And Microservices,ts
Docparser,Docparser is a cloud based document processing solution and workflow automation software. Docparser makes it easy to convert PDF documents into structured data and automate document based workflows.,https://docparser.com/,Data Extraction,ts
DocuSign,"DocuSign automates manual, paper-based processes allowing you to manage all aspects of documented business transactions, including identity management, authentication, digital signature, forms/data collection, collaboration, workflow automation and storage. ",http://www.docusign.com,Email Signature,ts
Drift,"Drift is a messaging app that makes it easy for businesses to talk to their website visitors and customers in real-time, from anywhere.",https://www.drift.com,Customer Satisfaction Ratings,ts
Drip,Ecommerce CRM designed for building personal and profitable relationships,https://www.getdrip.com,Lifecycle Marketing,ts
Dropbox,"Harness the power of Dropbox. Connect to an account, upload, download, search, and more.",https://www.dropbox.com/developers,File Sharing,ts
Dropbox Paper,"It is more than a doc, it’s a workspace that brings creation and coordination together in one place. You can write together, share comments, embed images, and more. If you have a Dropbox account, you can use Paper for free.",https://paper.dropbox.com/,Document Collaboration,ts
Drupal,"Drupal is an open source content management platform powering millions of websites and applications. It’s built, used, and supported by an active and diverse community of people around the world.",https://www.drupal.org/,Blogging Platform,ts
Elasticsearch,"Elasticsearch is a distributed, RESTful search and analytics engine capable of storing data and searching it in near real time. Elasticsearch, Kibana, Beats and Logstash are the Elastic Stack (sometimes called the ELK Stack). ",https://www.elastic.co/products/elasticsearch,Search,ts
Egnyte,,,Data Management And Storage,ts
Elastic,Elastic is an Elasticsearch client for the Go programming language.,https://github.com/olivere/elastic,Keyword Research Tools,ts
Elastic Email,"It is an all-in-one email delivery platform. We offer an SMTP Relay, robust HTTP API, and a User Interface that has a complete suite of tools and features for managing contacts, templates, campaigns, and reports. We specialize in delivering transactional and marketing email.",https://elasticemail.com/,Email Marketing Platforms,ts
Electron,"With Electron, creating a desktop application for your company or idea is easy. Initially developed for GitHub's Atom editor, Electron has since been used to create applications by companies like Microsoft, Facebook, Slack, and Docker. The Electron framework lets you write cross-platform desktop applications using JavaScript, HTML and CSS. It is based on io.js and Chromium and is used in the Atom editor.",http://electron.atom.io/,Cross Platform App Dev Tools,ts
Elixir,"Elixir leverages the Erlang VM, known for running low-latency, distributed and fault-tolerant systems, while also being successfully used in web development and the embedded software domain.",http://elixir-lang.org/,Languages,ts
EmailOctopus,"Manage and email your subscribers for far cheaper. Drag and drop email builder, powerful analytics, bounce/complaint tracking and more.",https://emailoctopus.com/,Email Marketing Platforms,ts
Envoy,"Originally built at Lyft, Envoy is a high performance C++ distributed proxy designed for single services and applications, as well as a communication bus and “universal data plane” designed for large microservice “service mesh” architectures.",https://www.envoyproxy.io/,Load Balancers,ts
Erlang,"Some of Erlang's uses are in telecoms, banking, e-commerce, computer telephony and instant messaging. Erlang's runtime system has built-in support for concurrency, distribution and fault tolerance. OTP is set of Erlang libraries and design principles providing middle-ware to develop these systems.",http://www.erlang.org/,Languages,ts
ES6,"Goals for ECMAScript 2015 include providing better support for large applications, library creation, and for use of ECMAScript as a compilation target for other languages. Some of its major enhancements include modules, class declarations, lexical block scoping, iterators and generators, promises for asynchronous programming, destructuring patterns, and proper tail calls.",http://www.ecma-international.org/ecma-262/6.0/,Languages,ts
Ethereum,"A decentralized platform for applications that run exactly as programmed without any chance of fraud, censorship or third-party interference.",https://ethereum.org,Bitcoin,ts
Everhour,"Everhour put all the control of your timesheets, budgeting, employee scheduling, expenses and invoicing in an elegant, beautiful and really useful way.",https://everhour.com,Employee Monitoring,ts
F#,"F# is a mature, open source, cross-platform, functional-first programming language. It empowers users and organizations to tackle complex computing problems with simple, maintainable and robust code.",http://fsharp.org/,Languages,ts
FaunaDB,"The database built for serverless, featuring native GraphQL.",https://fauna.com/,Relational Databases,ts
Fibery,"Create a workspace that brings teams together: sales marketing product R&D.
Escape costly scattered tools and unreliable integrations by having goals, projects, customers, and docs connected in Fibery.",https://fibery.io/connect,Knowledge Management,ts
Figma,Figma is the first interface design tool with real-time collaboration. It keeps everyone on the same page. Focus on the work instead of fighting your tools.,https://www.figma.com/,Graphic Design Software,ts
Firebase,"Firebase is a cloud service designed to power real-time, collaborative applications. Simply add the Firebase library to your application to gain access to a shared data structure; any changes you make to that data are automatically synchronized with the Firebase cloud and with other clients within milliseconds.",https://www.firebase.com/,Project Collaboration,ts
Firebase Cloud Messaging,"It is a cross-platform messaging solution that lets you reliably deliver messages at no cost. You can notify a client app that new email or other data is available to sync. You can send notification messages to drive user re-engagement and retention. For use cases such as instant messaging, a message can transfer a payload of up to 4KB to a client app.",https://firebase.google.com/docs/cloud-messaging/,"Queueing, Messaging And Background Processing",ts
Firefox,"A free and open source web browser developed by The Mozilla Foundation and its subsidiary, Mozilla Corporation. Firefox is available for Microsoft Windows, macOS, Linux, BSD, and more.",https://www.mozilla.org/en-us/firefox/,Web Framework,ts
Flask,Flask is intended for getting started very quickly and was developed with best intentions in mind.,http://flask.pocoo.org/,JavaScript MVC Framework,ts
Fleep,"Leave email behind and manage all conversations with your team, partners and clients in Fleep. If some of them are not Fleep users yet, they will receive all messages as normal emails.",https://fleep.io/,Internal Communications,ts
Flock,"Flock is a communication app for teams. Packed with tons of productivity features, Flock drives efficiency and boosts speed of execution.",https://flock.com/,Internal Communications,ts
Flow XO,"Everything you need to create and manage bots. Build powerful bots without code, bots work seamlessly across platforms, and we host, manage & scale your bots.",https://flowxo.com/,Code-Free Chatbot Builders,ts
Flutter,Flutter is a mobile app SDK to help developers and designers build modern mobile apps for iOS and Android.,https://flutter.io/,Mobile App Dev Platform,ts
FogBugz,"FogBugz tracks bugs, issues, and customer support tickets through every stage of the development process. We built it to be quick and easy to use, so that your developers will actually use it. Over 20,000 teams from the world's best software companies use FogBugz because it keeps their developers productive and happy.",http://www.fogcreek.com/fogbugz,Bug And Issue Tracking,ts
Fomo,Fomo is marketing plugin that syncs with your favorite tools to showcase recent customer behaviors on your website.,https://www.usefomo.com,Social Marketing,ts
FormCrafts,FormCrafts is an drag-and-drop form builder which allows you to make intuitive forms.,https://formcrafts.com,Forms And Surveys,ts
Formstack,Formstack is an online form building application that lets you bring your forms online without any coding knowledge. The Formstack drag and drop form builder lets you build custom forms and easily collect data in your Formstack database.,http://www.formstack.com/,Forms And Surveys,ts
Foursquare,,,Location Data,ts
Freshchat,"Freshchat is a modern messaging software built for teams who want to ace customer conversations—marketing, sales, or support.",https://www.freshworks.com/live-chat-software/,Lifecycle Marketing,ts
Freshping,"It is an all in one uptime monitoring tool which monitors your URL from 10 locations around the globe ensuring that if your website ever goes down again, you get alerted within 60 seconds.
It comes with advanced capabilities like SSL Monitoring, Advanced Alerting and more.",https://www.freshworks.com/website-monitoring/,Network Monitoring,ts
Freshservice,"Cloud based ITSM software for your service desk. Powerful IT help desk automation tool to manage incidents, assets and more.",http://freshservice.com/,Helpdesk Tools,ts
MQTT,It was designed as an extremely lightweight publish/subscribe messaging transport. It is useful for connections with remote locations where a small code footprint is required and/or network bandwidth is at a premium.,http://mqtt.org/,"Queueing, Messaging And Background Processing",ts
Geckoboard,Build and share real-time business dashboards without the hassle. Geckoboard integrates directly with over 80 different tools and services to help you pull in your data and get a professional-looking dashboard in front of others in minutes.,http://www.geckoboard.com,Dashboard,ts
Getform,,,Customer Data Integration,ts
GetResponse,"It enables you to create a valuable marketing list of prospects, partners, and clients, so you can develop relationships with them and build a responsive and profitable customer base.
",https://www.getresponse.com/,Email Marketing Platforms,ts
Ghost,"Ghost is a platform dedicated to one thing: Publishing. It's beautifully designed, completely customisable and completely Open Source. Ghost allows you to write and publish your own blog, giving you the tools to make it easy and even fun to do.",https://ghost.org,Blogging Platform,ts
Gitter,"Free chat rooms for your public repositories. 
A bit like IRC only smarter. Chats for private repositories as well as organisations.",https://gitter.im/,Internal Communications,ts
Google Ads,"An online advertising solution that businesses use to promote their products and services on Google Search, YouTube and other sites across the web. It also allows advertisers to choose specific goals for their ads, like driving phone calls or website visits.",https://google.com,Mobile Retargeting,ts
Google Chrome,"Commonly known simply as Chrome. It was first released in 2008 for Microsoft Windows, and was later ported to Linux, macOS, iOS, and Android.",http://www.google.com/chrome/,Web Framework,ts
Perl,"Perl is a general-purpose programming language originally developed for
text manipulation and now used for a wide range of tasks including
system administration, web development, network programming, GUI
development, and more.",http://www.perl.org/,Languages,ts
ClickUp,"Users can assign comments and tasks to specific team members or groups of team members. Comments and tasks can be marked as resolved or in progress, or users can create custom statuses.",https://clickup.com/,Project Management,ts
FreeAgent,"Accounting software for small businesses. It is made specifically for freelancers, small business owners and their accountants.",https://www.freeagent.com/,Accounting,ts
Gmail,"An easy to use email app that saves you time and keeps your messages safe. Get your messages instantly via push notifications, read and respond online & offline, and find any message quickly.",https://mail.google.com,Email Security,ts
Google Translate,,,Data Science And Machine Learning,ts
GoToMeeting,"It is an online meeting, desktop sharing, and video conferencing software package that enables the user to meet with other computer users, customers, clients or colleagues via the Internet in real time.",https://www.gotomeeting.com/,Audio Conferencing,ts
Google Docs,"It is a word processor included as part of a free, web-based software office suite offered by Google. It brings your documents to life with smart editing and styling tools to help you easily format text and paragraphs.",https://www.google.com/docs/about/,Document Collaboration,ts
Gradle,"Gradle is a build tool with a focus on build automation and support for multi-language development. If you are building, testing, publishing, and deploying software on any platform, Gradle offers a flexible model that can support the entire development lifecycle from compiling and packaging code to publishing web sites.",https://www.gradle.org/,Build Automation,ts
Grafana,"Grafana is a general purpose dashboard and graph composer. It's focused on providing rich ways to visualize time series metrics, mainly though graphs but supports other ways to visualize data through a pluggable panel architecture. It currently has rich support for for Graphite, InfluxDB and OpenTSDB. But supports other data sources via plugins.",http://grafana.org/,Data Visualization,ts
GraphQL,GraphQL is a data query language and runtime designed and used at Facebook to request and deliver data to mobile and web apps since 2012.,http://graphql.org/,"Queueing, Messaging And Background Processing",ts
Gravity Forms,"It is a WordPress plugin used originally for contact forms, but in a more general sense, it allows site owners to create forms to collect information. It can be used for contact forms, WordPress post creation, calculators, employment applications and more.",https://www.gravityforms.com/,Forms And Surveys,ts
Groovy,"It is a powerful multi-faceted programming language for the JVM platform. It supports a spectrum of programming styles incorporating features from dynamic languages such as optional and duck typing, but also static compilation and static type checking at levels similar to or greater than Java through its extensible static type checker. It aims to greatly increase developer productivity with many powerful features but also a concise, familiar and easy to learn syntax.",http://groovy.codehaus.org/,Languages,ts
GrowSurf,GrowSurf is a powerful referral marketing platform that takes you from startup to giant by letting you create the custom refer-a-friend program that you envision for your business.,https://growsurf.com/,Referral Marketing,ts
GStreamer,"It is a library for constructing graphs of media-handling components. The applications it supports range from simple Ogg/Vorbis playback, audio/video streaming to complex audio (mixing) and video (non-linear editing) processing.",https://gstreamer.freedesktop.org/,Image Processing API,ts
G Suite,"An integrated suite of secure, cloud-native collaboration and productivity apps. It includes Gmail, Docs, Drive, Calendar, Meet and more.",http://www.google.com/a,Productivity,ts
HacknPlan,It is the best production tool for game development. Game design documentation and project management together in one single solution.,https://hacknplan.com/,Project Management,ts
Hadoop,"The Apache Hadoop software library is a framework that allows for the distributed processing of large data sets across clusters of computers using simple programming models. It is designed to scale up from single servers to thousands of machines, each offering local computation and storage.",http://hadoop.apache.org/,Relational Databases,ts
Haskell,"It is a general purpose language that can be used in any domain and use case, it is ideally suited for proprietary business logic and data analysis, fast prototyping and enhancing existing software environments with correct code, performance and scalability.",http://www.haskell.org/,Languages,ts
eFront,"Train your employees, partners and customers with eFront, the powerful learning management system that shapes to fit your needs.",,Learning Management Systems,ts
Help Scout,"With best in-class-reporting, an integrated knowledge base, 50+ integrations and a robust API, Help Scout lets your team focus on what really matters: your customers.",https://www.helpscout.net,Helpdesk Tools,ts
Heroku,"Heroku is a cloud application platform – a new way of building and deploying web apps. Heroku lets app developers spend 100% of their time on their application code, not managing servers, deployment, ongoing operations, or scaling.",http://www.heroku.com/,Platform-as-a-Service (PaaS),ts
Hootsuite,"It manages all your social media in one place. From finding prospects to serving customers, it helps you do more with your social media. The system's user interface takes the form of a dashboard, and supports social network integrations.",https://hootsuite.com/,Social Media,ts
HTML5,"HTML5 is a core technology markup language of the Internet used for structuring and presenting content for the World Wide Web. As of October 2014 this is the final and complete fifth revision of the HTML standard of the World Wide Web Consortium (W3C). The previous version, HTML 4, was standardised in 1997.",http://www.w3.org/tr/html5/,Languages,ts
Hubstaff,"It is a simple application that your virtual workforce installs on their machines to track time, activity levels, and take screenshots. Workers can select a project, and it will then track time and activity to that specific project, which becomes viewable in the web application.",https://hubstaff.com,Employee Monitoring,ts
IFTTT,It helps you connect all of your different apps and devices. You can enable your apps and devices to work together to do specific things they couldn't do otherwise.,https://ifttt.com/,Test Automation,ts
Infobip,It is a global leader in omnichannel engagement. We help our clients and partners overcome the complexity of consumer communications & grow their business.,http://infobip.com,SMS Marketing,ts
Innform,"Innform is the all-in-one LMS for modern teams. Innform works on any device and comes with all the essential tools for companies to train their employees, clients and suppliers online.",,Learning Management Systems,ts
Instapage,The most powerful landing page platform on the planet. ,http://www.instapage.com,Landing Pages,ts
Intercom,"Intercom is a customer communication platform with a suite of integrated products for every team—including sales, marketing, product, and support. Have targeted communication with customers on your website, inside  apps, and by email.",https://www.intercom.io,Lifecycle Marketing,ts
Invoice Ninja,"It is an open-source platform to invoice, track payments, expenses, and time billable tasks for clients.

Less time working, more time living. Create. Send. Get Paid.",https://www.invoiceninja.com/,Payments Processing,ts
Ionic,"Free and open source, Ionic offers a library of mobile and desktop-optimized HTML, CSS and JS components for building highly interactive apps. Use with Angular, React, Vue, or plain JavaScript.",http://ionicframework.com/,Mobile App Dev Platform,ts
iOS,"It is the operating system that presently powers many of the mobile devices, including the iPhone, iPad, and iPod Touch. It is designed to make your iPhone and iPad experience even faster, more responsive, and more delightful.",https://www.apple.com/lae/ios/ios-12/,Server And Desktop OS,ts
Iterable,"Iterable empowers growth marketers to create world-class user engagement campaigns throughout the full lifecycle, and across all channels. Marketers segment users, build workflows, automate touchpoints at scale without engineering support.",https://www.iterable.com/,Email Marketing Platforms,ts
Java,"Java is a programming language and computing platform first released by Sun Microsystems in 1995. There are lots of applications and websites that will not work unless you have Java installed, and more are created every day. Java is fast, secure, and reliable. From laptops to datacenters, game consoles to scientific supercomputers, cell phones to the Internet, Java is everywhere!",https://www.java.com,Languages,ts
JavaScript,"JavaScript is most known as the scripting language for Web pages, but used in many non-browser environments as well such as node.js or Apache CouchDB. It is a prototype-based, multi-paradigm scripting language that is dynamic,and supports object-oriented, imperative, and functional programming styles. ",https://developer.mozilla.org/en-us/docs/web/javascript,Languages,ts
JBoss,"An application platform for hosting your apps that provides an innovative modular, cloud-ready architecture, powerful management and automation, and world class developer productivity.",https://developers.redhat.com,Web And Application Servers,ts
Jekyll,"Think of Jekyll as a file-based CMS, without all the complexity. Jekyll takes your content, renders Markdown and Liquid templates, and spits out a complete, static website ready to be served by Apache, Nginx or another web server. Jekyll is the engine behind GitHub Pages, which you can use to host sites right from your GitHub repositories.",http://jekyllrb.com/,Static Site Publisher,ts
Jenkins,"In a nutshell Jenkins CI is the leading open-source continuous integration server. Built with Java, it provides over 300 plugins to support building and testing virtually any project.",http://jenkins-ci.org/,Continuous Integration And Delivery,ts
Jest,Jest provides you with multiple layers on top of Jasmine.,http://facebook.github.io/jest/,JavaScript MVC Framework,ts
Jira,"Jira's secret sauce is the way it simplifies the complexities of software development into manageable units of work. 
Jira comes out-of-the-box with everything agile teams need to ship value to customers faster.",http://www.atlassian.com/software/jira/overview,Bug And Issue Tracking,ts
Jotform,"Trusted by over 20+ million users, Jotform's form builder is the easy way to create and publish online forms from any device. The company offers 10,000+ ready-made form templates, 200+ integrations to 3rd party apps, and advanced design features making it the leading online form builder for organizations all over the world. It's popularly used to create payment forms, lead generation forms, registration forms, contact forms, application forms, and more.",https://www.jotform.com/,Forms And Surveys,ts
jQuery,jQuery is a cross-platform JavaScript library designed to simplify the client-side scripting of HTML.,http://jquery.com/,"Queueing, Messaging And Background Processing",ts
JSON,JavaScript Object Notation is a lightweight data-interchange format. It is easy for humans to read and write. It is easy for machines to parse and generate. It is based on a subset of the JavaScript Programming Language.,http://www.json.org/,Languages,ts
Kafka,"Kafka is a distributed, partitioned, replicated commit log service. It provides the functionality of a messaging system, but with a unique design.",http://kafka.apache.org/,"Queueing, Messaging And Background Processing",ts
KanbanFlow,"It is an online project management tool that helps you visualize and collaborate with team members. The name, Kanban, refers to a method for managing knowledge work with an emphasis on just-in-time delivery while not overloading the team members. Pomodoro technique for time tracking.",https://kanbanflow.com,Project Management,ts
Kanbanize,"It is online Portfolio Kanban software for Lean Management. Kanban boards, flow analytics and automation bring visibility and help you deliver on time. Organize and manage work efficiently. Keep track of every project. See all initiatives at a glance. Make your work flow.",https://kanbanize.com/,Agile Project Management,ts
Kanban Tool,"Kanban Tool is an intuitive solution used for visual project management and process work flow management with seamless time tracking and time reports. It allows to visualize workflow, manage tasks and projects with online Kanban boards and cards.",http://kanbantool.com,Agile Project Management,ts
Keras,"Deep Learning library for Python. Convnets, recurrent neural networks, and more. Runs on TensorFlow or Theano. https://keras.io/",https://keras.io/,Libraries And Widgets,ts
Kibana,"Kibana is an open source (Apache Licensed), browser based analytics and search dashboard for Elasticsearch. Kibana is a snap to setup and start using. Kibana strives to be easy to get started with, while also being flexible and powerful, just like Elasticsearch.",https://www.elastic.co,Network Monitoring,ts
Kickbox,"Kickbox ensures you only send email to real users and helps you separate the low-quality addresses from high-value contacts. Protect your reputation, increase open rates, and save money with Kickbox.
",http://kickbox.io/,Email Verification,ts
Kintone,,,Project Collaboration,ts
Klaviyo,A cloud-based email marketing solution for e-commerce businesses. It allows users to send out targeted email campaigns based on metrics such as purchasing and viewing history and how customers have interacted with past emails.,https://www.klaviyo.com/,Email Marketing Platforms,ts
Kotlin,"Kotlin is a statically typed programming language for the JVM, Android and the browser, 100% interoperable with Java",https://www.jetbrains.com/,Languages,ts
Kubernetes,Kubernetes is an open source orchestration system for Docker containers. It handles scheduling onto nodes in a compute cluster and actively manages workloads to ensure that their state matches the users declared intentions.,http://kubernetes.io/,Containers And Microservices,ts
Kurento,"It is a WebRTC media server and a set of client APIs making simple the development of advanced video applications for WWW and smartphone platforms. Media Server features include group communications, transcoding and more.",https://www.kurento.org/,Media Transcoding,ts
Landbot,"Landbot is a no-code communication automation platform, that empowers non-technical users automating easy but robust business processes with a conversational experience.",https://landbot.io/,Code-Free Chatbot Builders,ts
Laravel,,,Application Frameworks,ts
Lever,Streamline your hiring process with an applicant tracking system that bridges the gap between recruiters and the rest of your team.,https://www.lever.co/,HRMS,ts
Livestorm,"It is the modern webinar solution for all customer training sessions, demo webinars and employee onboarding. Everything works inside the browser, in real-time, without any download.",https://livestorm.co,Audio Conferencing,ts
Looker,"We've built a unique data modeling language, connections to today's fastest analytical databases, and a service that you can deploy on any infrastructure, and explore on any device. Plus, we'll help you every step of the way.",http://looker.com,Business Intelligence (BI),ts
Loqate,,,Location Data,ts
Lucene,"Lucene Core, our flagship sub-project, provides Java-based indexing and search technology, as well as spellchecking, hit highlighting and advanced analysis/tokenization capabilities.",http://lucene.apache.org/,Enterprise Search,ts
macOS,"Desktop, laptop and home computers, and by web usage, it is the second most widely used desktop OS, after Microsoft Windows. ",http://www.apple.com/,Server And Desktop OS,ts
Magento,Magento Community Edition is perfect if you’re a developer who wants to build your own solution with flexible eCommerce technology. You can modify the core code and add a wide variety of features and functionality.,https://magento.com/,Ecommerce Platform,ts
MailBluster,"Manage Unlimited subscribers and Send 62k emails per month, FREE 🤑. With MailBluster you can send promotional emails to millions. It is probably the most advanced, reliable, and cost-effective email marketing software in the world. ✌️",https://www.mailbluster.com/,Email Marketing Platforms,ts
MailboxValidator,It is an email validation service that can be used to check whether the address exists or not. It validates email lists to get rid of undeliverable emails so that it helps to maximize every marketing campaign potential and lower the bounce rate.,https://www.mailboxvalidator.com,Email Verification,ts
Mailchimp,"MailChimp helps you design email newsletters, share them on social networks, integrate with services you already use, and track your results. It's like your own personal publishing platform.",http://mailchimp.com/,Email Marketing Platforms,ts
MailerSend,"A new kind of transactional email service designed for developers to work faster and smarter with a powerful infrastructure to scale quickly.
",https://www.mailersend.com/,Email Tracking,ts
Mailgun,"Mailgun is a set of powerful APIs that allow you to send, receive, track and store email effortlessly.",http://mailgun.com/,Email Tracking,ts
Mailjet,"Mailjet is a real-time Cloud Emailing platform: scalable, agile and flexible. Our unique algorithm boosts your deliverability and our platform provides in-depth insight so you can optimize more than ever.",http://www.mailjet.com,Email Tracking,ts
mailparser.io,mailparser.io is a web-based email processing software which allows you to pull any kind of data from incoming e-mails based on custom parsing rules. The parsed data can be sent to any API with webhooks.,https://mailparser.io,Email Parser,ts
Ruby,"Ruby is a language of careful balance. Its creator, Yukihiro “Matz” Matsumoto, blended parts of his favorite languages (Perl, Smalltalk, Eiffel, Ada, and Lisp) to form a new language that balanced functional programming with imperative programming.",https://www.ruby-lang.org,Languages,ts
Mandrill,Mandrill is a new way for apps to send transactional email. It runs on the delivery infrastructure that powers MailChimp.,http://mandrill.com/,Email Tracking,ts
ManyChat,"It is the Facebook Messenger marketing tool that lets you create bots for marketing, sales and support. It enables you to effortlessly grow your Messenger audience by providing a complete set of growth tools to convert anyone into a subscriber.",https://manychat.com,Code-Free Chatbot Builders,ts
Markdown,"Markdown is two things: (1) a plain text formatting syntax; and (2) a software tool, written in Perl, that converts the plain text formatting to HTML. ",http://daringfireball.net/projects/markdown/,Libraries And Widgets,ts
Marketo,"Marketing automation, social campaigns, inbound marketing, sales apps, ROI reporting - all in one place.",http://www.marketo.com/,Marketing Automation Platforms,ts
MATLAB,"Using MATLAB, you can analyze data, develop algorithms, and create models and applications. The language, tools, and built-in math functions enable you to explore multiple approaches and reach a solution faster than with spreadsheets or traditional programming languages, such as C/C++ or Java.",http://www.mathworks.com/products/matlab/,Languages,ts
Mattermost,Mattermost is modern communication from behind your firewall. ,http://www.mattermost.org/,Internal Communications,ts
Mautic,"It is an open marketing software platform that provides you with the greatest level of integration and deep audience intelligence, enabling you to make more meaningful customer connections. It Connects all your digital properties & channels into a seamless customer experience. ",https://www.mautic.org,Marketing Automation Platforms,ts
Medium,"Medium is a different kind of place on the internet. A place where the measure of success isn’t views, but viewpoints. Where the quality of the idea matters, not the author’s qualifications. A place where conversation pushes ideas forward.",https://medium.com,Blogging Platform,ts
MessageBird,"At MessageBird we believe that communicating with a business should feel as natural as communicating with a friend. That's why our SMS, Voice and Conversations APIs continue to revolutionize company-customer interactions.",https://www.messagebird.com,SMS Marketing,ts
Metabase,"It is an easy way to generate charts and dashboards, ask simple ad hoc queries without using SQL, and see detailed information about rows in your Database. You can set it up in under 5 minutes, and then give yourself and others a place to ask simple questions and understand the data your application is generating.",http://www.metabase.com/,Data Visualization,ts
Mixpanel,"Mixpanel helps companies build better products through data. With our powerful, self-serve product analytics solution, teams can easily analyze how and why people engage, convert, and retain to improve their user experience.",https://mixpanel.com/,Mobile Analytics,ts
MobX,MobX is a battle tested library that makes state management simple and scalable by transparently applying functional reactive programming (TFRP). React and MobX together are a powerful combination. React renders the application state by providing mechanisms to translate it into a tree of renderable components. MobX provides the mechanism to store and update the application state that React then uses.,https://github.com/mobxjs/mobx,Containers And Microservices,ts
